24001000100,3
24001000200,2
24001000300,3
24001000400,2
24001000500,2
24001000600,2
24001000700,2
24001000800,2
24001001000,3
24001001100,2
24001001200,1
24001001300,2
24001001401,3
24001001402,2
24001001502,3
24001001503,3
24001001600,2
24001001700,2
24001001800,3
24001001900,2
24001002000,3
24001002100,2
24001002200,2
24003701101,1
24003701102,1
24003701200,4
24003701300,4
24003701400,4
24003702100,4
24003702204,1
24003702205,1
24003702206,6
24003702208,6
24003702209,6
24003702300,6
24003702402,4
24003702500,1
24003702601,4
24003702602,6
24003702701,4
24003702702,4
24003706101,1
24003706301,4
24003706302,4
24003706401,1
24003706402,3
24003706500,4
24003706600,4
24003706700,6
24003707001,4
24003707002,4
24003708001,1
24003708004,1
24003730100,1
24003730203,3
24003730204,1
24003730300,2
24003730401,3
24003730402,2
24003730502,1
24003730504,1
24003730505,3
24003730506,3
24003730601,6
24003730603,6
24003730604,6
24003730700,1
24003730800,6
24003730901,4
24003730902,4
24003731002,4
24003731003,4
24003731004,1
24003731102,1
24003731103,1
24003731104,1
24003731105,4
24003731201,4
24003731202,4
24003731203,1
24003731204,4
24003731303,4
24003731306,4
24003731307,1
24003731308,1
24003731309,1
24003731310,1
24003731311,1
24003740102,1
24003740103,1
24003740104,1
24003740105,3
24003740201,1
24003740203,6
24003740303,1
24003740304,1
24003740305,1
24003740400,3
24003740500,6
24003740601,3
24003740602,3
24003740603,6
24003740701,4
24003740702,4
24003740800,1
24003740900,1
24003741000,4
24003750101,3
24003750102,3
24003750201,3
24003750202,4
24003750203,3
24003750300,1
24003750400,4
24003750801,1
24003750803,3
24003750804,1
24003750900,2
24003751000,2
24003751102,3
24003751103,1
24003751200,1
24003751400,4
24003751500,1
24003751600,4
24003751700,6
24003980000,6
24003990000,3
24005400100,1
24005400200,3
24005400400,4
24005400500,4
24005400600,1
24005400701,3
24005400702,3
24005400800,3
24005400900,1
24005401000,1
24005401101,3
24005401102,2
24005401200,3
24005401301,2
24005401302,2
24005401400,4
24005401503,1
24005401504,4
24005401505,1
24005401506,3
24005401507,3
24005402201,4
24005402202,6
24005402302,1
24005402303,1
24005402304,2
24005402305,3
24005402306,2
24005402307,3
24005402403,1
24005402404,3
24005402405,2
24005402406,3
24005402407,2
24005402503,3
24005402504,1
24005402505,3
24005402506,1
24005402509,1
24005402602,1
24005402603,4
24005402604,4
24005403100,1
24005403201,1
24005403202,3
24005403300,2
24005403401,2
24005403402,2
24005403500,1
24005403601,4
24005403602,1
24005403701,1
24005403702,1
24005403801,6
24005403802,4
24005403803,1
24005404101,4
24005404102,3
24005404201,1
24005404202,3
24005404402,4
24005404403,3
24005404404,1
24005404501,3
24005404502,2
24005404600,1
24005404800,6
24005404900,4
24005405000,1
24005406000,1
24005407001,1
24005407002,4
24005408100,1
24005408200,6
