24001000100,3
24001000200,3
24001000300,3
24001000400,3
24001000500,4
24001000600,3
24001000700,4
24001000800,4
24001001000,4
24001001100,4
24001001200,2
24001001300,3
24001001401,3
24001001402,4
24001001502,3
24001001503,3
24001001600,3
24001001700,4
24001001800,3
24001001900,4
24001002000,3
24001002100,3
24001002200,3
24003701101,2
24003701102,2
24003701200,1
24003701300,1
24003701400,1
24003702100,1
24003702204,2
24003702205,2
24003702206,2
24003702208,2
24003702209,2
24003702300,2
24003702402,1
24003702500,2
24003702601,1
24003702602,2
24003702701,1
24003702702,1
24003706101,2
24003706301,1
24003706302,1
24003706401,2
24003706402,3
24003706500,1
24003706600,1
24003706700,1
24003707001,1
24003707002,1
24003708001,2
24003708004,2
24003730100,2
24003730203,3
24003730204,2
24003730300,2
24003730401,3
24003730402,3
24003730502,2
24003730504,2
24003730505,3
24003730506,3
24003730601,2
24003730603,1
24003730604,1
24003730700,2
24003730800,2
24003730901,1
24003730902,1
24003731002,1
24003731003,1
24003731004,2
24003731102,2
24003731103,2
24003731104,2
24003731105,1
24003731201,1
24003731202,1
24003731203,2
24003731204,1
24003731303,1
24003731306,1
24003731307,2
24003731308,2
24003731309,2
24003731310,2
24003731311,2
24003740102,2
24003740103,2
24003740104,2
24003740105,3
24003740201,2
24003740203,2
24003740303,2
24003740304,2
24003740305,2
24003740400,3
24003740500,2
24003740601,3
24003740602,3
24003740603,2
24003740701,1
24003740702,1
24003740800,2
24003740900,2
24003741000,1
24003750101,4
24003750102,3
24003750201,3
24003750202,1
24003750203,3
24003750300,2
24003750400,1
24003750801,2
24003750803,3
24003750804,2
24003750900,2
24003751000,3
24003751102,3
24003751103,2
24003751200,2
24003751400,1
24003751500,2
24003751600,1
24003751700,1
24003980000,1
24003990000,3
24005400100,2
24005400200,3
24005400400,1
24005400500,1
24005400600,2
24005400701,3
24005400702,3
24005400800,3
24005400900,2
24005401000,2
24005401101,3
24005401102,3
24005401200,3
24005401301,2
24005401302,3
24005401400,1
24005401503,2
24005401504,1
24005401505,2
24005401506,3
24005401507,3
24005402201,1
24005402202,1
24005402302,2
24005402303,2
24005402304,2
24005402305,3
24005402306,3
24005402307,3
24005402403,2
24005402404,3
24005402405,2
24005402406,3
24005402407,3
24005402503,3
24005402504,2
24005402505,3
24005402506,2
24005402509,2
24005402602,2
24005402603,1
24005402604,1
24005403100,2
24005403201,2
24005403202,3
24005403300,2
24005403401,3
24005403402,4
24005403500,2
24005403601,1
24005403602,2
24005403701,2
24005403702,2
24005403801,1
24005403802,1
24005403803,2
24005404101,1
24005404102,3
24005404201,2
24005404202,3
24005404402,1
24005404403,3
24005404404,2
24005404501,3
24005404502,3
24005404600,2
24005404800,2
24005404900,1
24005405000,2
24005406000,2
24005407001,2
24005407002,1
24005408100,2
24005408200,2
24005408302,1
24005408303,1
24005408304,2
24005408400,2
24005408502,1
24005408503,3
24005408505,1
24005408506,3
24005408507,3
24005408601,1
24005408602,1
24005408702,1
24005408703,2
24005408704,1
24005408800,2
24005408900,1
24005410100,1
24005410200,1
24005411101,1
24005411102,1
24005411201,1
24005411202,1
24005411302,1
24005411303,1
24005411306,2
24005411307,3
24005411308,1
24005411309,2
24005411404,2
24005411406,2
24005411407,3
24005411408,3
24005411409,1
24005411410,2
24005420100,3
24005420200,4
24005420301,3
24005420302,3
24005420303,2
24005420401,3
24005420402,3
24005420500,3
24005420600,3
24005420701,3
24005420702,3
24005420800,3
24005420900,3
24005421000,4
24005421101,3
24005421102,3
24005421200,3
24005421300,3
24005430101,4
24005430104,3
24005430200,4
24005430300,3
24005430400,2
24005430600,2
24005430700,1
24005430800,3
24005430900,3
24005440100,2
24005440200,3
24005440300,3
24005440400,3
24005440500,2
24005440600,2
24005440701,3
24005440702,2
24005440800,2
24005440900,3
24005441000,3
24005441101,1
24005441102,2
24005450100,3
24005450200,3
24005450300,2
24005450400,3
24005450501,3
24005450503,3
24005450504,3
24005450800,3
24005450900,1
24005451000,1
24005451100,2
24005451200,3
24005451300,3
24005451401,3
24005451402,3
24005451500,3
24005451600,2
24005451701,2
24005451702,1
24005451801,2
24005451802,2
24005451803,3
24005451900,3
24005452000,3
24005452100,2
24005452300,4
24005452400,2
24005452500,4
24005490100,1
24005490200,2
24005490301,3
24005490302,2
24005490400,1
24005490500,1
24005490601,2
24005490602,2
24005490603,1
24005490605,4
24005490701,1
24005490703,2
24005490800,2
24005490900,3
24005491000,2
24005491100,1
24005491201,3
24005491202,3
24005491300,2
24005491401,3
24005491402,4
24005491500,3
24005491600,3
24005491701,2
24005491900,2
24005492001,3
24005492002,2
24005492101,4
24005492102,3
24005492200,3
24005492300,2
24005492401,2
24005492402,1
24005492500,3
24005492600,2
24005980000,3
24005980100,3
24005980200,3
24009860101,2
24009860102,1
24009860200,2
24009860300,2
24009860401,2
24009860402,2
24009860501,2
24009860502,1
24009860600,1
24009860701,1
24009860702,3
24009860703,2
24009860801,2
24009860802,2
24009860900,1
24009861001,1
24009861003,2
24009861004,2
24009990100,3
24011955000,3
24011955100,3
24011955201,3
24011955202,1
24011955301,1
24011955302,3
24011955400,1
24011955500,3
24011955600,3
24013501001,2
24013501002,2
24013502000,2
24013503000,2
24013504100,2
24013504201,2
24013504202,1
24013505101,1
24013505102,1
24013505203,1
24013505205,1
24013505206,2
24013505207,2
24013505208,2
24013506101,2
24013506102,2
24013506200,2
24013507500,2
24013507601,2
24013507602,3
24013507702,1
24013507703,2
24013507704,2
24013507801,3
24013507802,2
24013508101,1
24013508102,3
24013508200,2
24013509001,2
24013509002,2
24013510000,2
24013511000,2
24013512000,3
24013513001,2
24013513002,1
24013514100,1
24013514201,1
24013514202,1
24015030100,3
24015030200,2
24015030400,3
24015030501,2
24015030503,3
24015030505,3
24015030506,3
24015030601,2
24015030602,2
24015030700,2
24015030903,3
24015030904,1
24015030905,1
24015030906,2
24015031201,2
24015031202,3
24015031301,2
24015031302,3
24015031400,2
24017850101,2
24017850102,2
24017850201,3
24017850202,2
24017850300,2
24017850400,2
24017850500,1
24017850600,2
24017850706,1
24017850708,2
24017850709,2
24017850710,1
24017850711,1
24017850712,1
24017850713,1
24017850801,2
24017850802,2
24017850901,3
24017850902,1
24017850904,1
24017850905,2
24017850906,3
24017851001,1
24017851002,2
24017851100,2
24017851200,1
24017851301,2
24017851302,2
24017851400,1
24017851500,2
24017990000,3
24019970100,3
24019970200,3
24019970300,3
24019970400,3
24019970500,4
24019970600,3
24019970702,2
24019970804,2
24019970900,3
24019990000,3
24021740200,2
24021750100,3
24021750200,2
24021750300,4
24021750503,3
24021750504,3
24021750505,3
24021750506,2
24021750600,1
24021750701,2
24021750702,3
24021750801,3
24021750802,1
24021750803,2
24021751001,2
24021751002,2
24021751003,3
24021751004,2
24021751201,1
24021751202,2
24021751203,3
24021751301,2
24021751302,1
24021751600,2
24021751701,2
24021751702,1
24021751801,2
24021751802,2
24021751901,1
24021751902,2
24021751903,1
24021751904,1
24021752001,2
24021752101,2
24021752102,1
24021752201,1
24021752202,2
24021752204,2
24021752301,1
24021752302,1
24021752303,1
24021752501,2
24021752502,1
24021752601,2
24021752602,2
24021752603,1
24021752801,1
24021752802,2
24021752900,2
24021753001,2
24021753002,2
24021765100,3
24021766800,3
24021767500,1
24021767600,2
24021770700,1
24021772200,3
24021773500,1
24021775302,2
24021775400,3
24021775600,2
24023000100,3
24023000200,3
24023000300,3
24023000400,3
24023000500,3
24023000600,3
24023000700,3
24025301102,1
24025301105,1
24025301106,1
24025301107,3
24025301108,2
24025301201,2
24025301202,2
24025301204,2
24025301205,3
24025301301,2
24025301302,3
24025301401,2
24025301402,1
24025301601,3
24025301602,2
24025301702,2
24025301703,1
24025301704,2
24025302100,1
24025302200,2
24025302400,3
24025302801,1
24025302802,3
24025302901,4
24025302902,3
24025303101,2
24025303102,1
24025303201,1
24025303203,2
24025303204,2
24025303205,1
24025303206,2
24025303300,1
24025303400,2
24025303501,2
24025303502,2
24025303602,1
24025303603,1
24025303605,2
24025303606,1
24025303700,2
24025303801,2
24025303802,1
24025303803,2
24025303900,2
24025304101,1
24025304102,2
24025304201,1
24025304202,1
24025305100,1
24025305200,2
24025305300,2
24025306100,3
24025306200,3
24025306300,1
24025306400,1
24025306500,2
24027601103,1
24027601104,2
24027601105,1
24027601107,2
24027601108,1
24027601201,2
24027601203,2
24027601204,3
24027602100,1
24027602201,2
24027602202,2
24027602302,1
24027602303,2
24027602304,1
24027602305,1
24027602306,1
24027602600,2
24027602700,1
24027602800,1
24027602900,2
24027603001,1
24027603003,1
24027603004,1
24027604001,1
24027604002,2
24027605102,1
24027605103,2
24027605104,2
24027605401,2
24027605402,2
24027605502,1
24027605503,1
24027605504,2
24027605505,2
24027605601,2
24027605602,2
24027606601,2
24027606603,2
24027606604,1
24027606606,2
24027606607,1
24027606701,1
24027606704,1
24027606705,1
24027606706,2
24027606707,3
24027606803,2
24027606804,2
24027606805,1
24027606806,2
24027606901,2
24027606904,2
24027606905,2
24027606906,2
24027606907,3
